MiniSGD,1,2,47,1,88.12557264687358,0.009238958358764648,7,86.85064697265625,9,10,11,12,13,30.0
MiniSGD,1,2,47,2,88.14804795859516,0.0072519779205322266,7,86.84888458251953,9,10,11,12,13,33.0
MiniSGD,1,2,47,3,88.1601176607436,0.008074760437011719,7,86.84712219238281,9,10,11,12,13,33.0
MiniSGD,1,2,47,4,88.13739699211673,0.008786678314208984,7,86.84537506103516,9,10,11,12,13,33.0
MiniSGD,1,2,47,5,88.13648290219514,0.007886409759521484,7,86.84362030029297,9,10,11,12,13,33.0
MiniSGD,1,2,47,6,88.13441942740177,0.0071451663970947266,7,86.84186553955078,9,10,11,12,13,33.0
MiniSGD,1,2,47,7,88.1280138319817,0.008356094360351562,7,86.84010314941406,9,10,11,12,13,33.0
MiniSGD,1,2,47,8,88.14360444442084,0.006999015808105469,7,86.8383560180664,9,10,11,12,13,33.0
MiniSGD,1,2,47,9,88.13757268933281,0.00775909423828125,7,86.83660125732422,9,10,11,12,13,33.0
MiniSGD,1,2,47,10,88.1442042917445,0.006939411163330078,7,86.83484649658203,9,10,11,12,13,33.0
MiniSGD,1,2,47,11,88.1138938129812,0.00852060317993164,7,86.83309173583984,9,10,11,12,13,33.0
MiniSGD,1,2,47,12,88.10886051343834,0.008318662643432617,7,86.83133697509766,9,10,11,12,13,33.0
MiniSGD,1,2,47,13,88.12760361381198,0.008395910263061523,7,86.82958984375,9,10,11,12,13,33.0
MiniSGD,1,2,47,14,88.13080486352892,0.008577823638916016,7,86.82783508300781,9,10,11,12,13,33.0
MiniSGD,1,2,47,15,88.11787060723788,0.006988048553466797,7,86.82608032226562,9,10,11,12,13,33.0
MiniSGD,1,2,47,16,88.12024290665336,0.006743669509887695,7,86.82433319091797,9,10,11,12,13,33.0
MiniSGD,1,2,47,17,88.12382805865744,0.00838780403137207,7,86.82258605957031,9,10,11,12,13,33.0
MiniSGD,1,2,47,18,88.11466239155202,0.007048845291137695,7,86.82083892822266,9,10,11,12,13,33.0
MiniSGD,1,2,47,19,88.10089531497678,0.008351564407348633,7,86.81909942626953,9,10,11,12,13,33.0
MiniSGD,1,2,47,20,88.08468782728997,0.008264541625976562,7,86.81734466552734,9,10,11,12,13,33.0
MiniSGD,1,2,47,21,88.10836592964503,0.007672309875488281,7,86.81560516357422,9,10,11,12,13,33.0
MiniSGD,1,2,47,22,88.11018172554347,0.007019758224487305,7,86.81385803222656,9,10,11,12,13,33.0
MiniSGD,1,2,47,23,88.12013609512992,0.007473468780517578,7,86.81212615966797,9,10,11,12,13,33.0
MiniSGD,1,2,47,24,88.11256950488989,0.00673985481262207,7,86.81037139892578,9,10,11,12,13,33.0
MiniSGD,1,2,47,25,88.11163219507189,0.0077517032623291016,7,86.80864715576172,9,10,11,12,13,33.0
MiniSGD,1,2,47,26,88.10574904732081,0.008399248123168945,7,86.80690002441406,9,10,11,12,13,33.0
MiniSGD,1,2,47,27,88.07372958418252,0.008347511291503906,7,86.80516052246094,9,10,11,12,13,33.0
MiniSGD,1,2,47,28,88.10246420597684,0.0083160400390625,7,86.80342864990234,9,10,11,12,13,33.0
MiniSGD,1,2,47,29,88.10426761793053,0.007662534713745117,7,86.80170440673828,9,10,11,12,13,33.0
MiniSGD,1,2,47,30,88.10793481356855,0.007218360900878906,7,86.79997253417969,9,10,11,12,13,33.0
