StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,0,77.10067749023438,0.0017583370208740234,60.0,77.02674865722656,3,0.0,656.08887,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,1,50.66128921508789,0.0018236637115478516,72.0,49.54703140258789,3,0.0,664.2064,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,2,50.66128921508789,0.0017390251159667969,76.0,49.54703140258789,3,0.0,86.086624,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,3,42.814308166503906,0.0018606185913085938,86.0,42.07726287841797,3,0.0,299.68298,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,4,16.379919052124023,0.002321004867553711,80.0,19.71944236755371,5,0.0,324.1226,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,5,16.379919052124023,0.0020990371704101562,90.0,19.71944236755371,5,0.0,28.028605,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,6,15.789080619812012,0.0017571449279785156,100.0,18.992292404174805,7,0.0,1428.6323,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,7,15.789080619812012,0.002029895782470703,118.0,18.992292404174805,7,0.0,1046.8153,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,8,15.789080619812012,0.0025794506072998047,138.0,18.992292404174805,7,0.0,1256.3328,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,9,15.789080619812012,0.0021126270294189453,140.0,18.992292404174805,7,0.0,689.9512,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,10,15.789080619812012,0.0023174285888671875,128.0,18.992292404174805,7,0.0,984.89484,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,11,15.789080619812012,0.0023376941680908203,134.0,18.992292404174805,7,0.0,373.8444,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,12,15.234607696533203,0.0019235610961914062,118.0,18.285593032836914,5,0.0,332.50098,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,13,15.234607696533203,0.0024881362915039062,136.0,18.285593032836914,5,0.0,1813.0168,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,14,15.234607696533203,0.002360105514526367,140.0,18.285593032836914,5,0.0,484.9201,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,15,13.533172607421875,0.002146005630493164,128.0,15.544699668884277,9,0.0,299.92148,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,16,13.533172607421875,0.0030786991119384766,144.0,15.544699668884277,9,0.0,704.72296,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,17,13.533172607421875,0.002640962600708008,164.0,15.544699668884277,9,0.0,574.54675,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,18,13.533172607421875,0.002687215805053711,218.0,15.544699668884277,9,0.0,35.197544,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,19,13.533172607421875,0.0028781890869140625,200.0,15.544699668884277,9,0.0,610627.56,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,20,13.533172607421875,0.002852916717529297,204.0,15.544699668884277,9,0.0,128.36467,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,21,13.533172607421875,0.003101348876953125,194.0,15.544699668884277,9,0.0,302199.1,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,22,13.533172607421875,0.002680540084838867,158.0,15.544699668884277,9,0.0,141.58871,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,23,13.533172607421875,0.002432107925415039,158.0,15.544699668884277,9,0.0,240.64116,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,24,13.533172607421875,0.0026209354400634766,180.0,15.544699668884277,9,0.0,458.43735,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,25,13.533172607421875,0.0028429031372070312,194.0,15.544699668884277,9,0.0,54.05294,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,26,13.533172607421875,0.003008127212524414,200.0,15.544699668884277,9,0.0,319.12375,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,27,13.533172607421875,0.0024788379669189453,180.0,15.544699668884277,9,0.0,36.99932,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,28,13.533172607421875,0.002434968948364258,194.0,15.544699668884277,9,0.0,46.076378,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,29,13.533172607421875,0.003284931182861328,260.0,15.544699668884277,9,0.0,45.900715,2
StandardGP,b9825a19-33ef-11f0-bbcd-88a4c2b6c82f,GP_sustavianfeed,52,30,13.533172607421875,0.003682851791381836,300.0,15.544699668884277,9,0.0,448.87662,2
