0,1,2,3,4,5,6,7,8,9,10,11,12,params
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,0,22.6619815826416,0.0017757415771484,60.0,19.87700653076172,3,0.0,19186.738,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,1,21.975482940673828,0.0020380020141601,72.0,19.077733993530277,5,0.0,4461.606,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,2,16.513530731201172,0.0019090175628662,78.0,10.891480445861816,5,0.0,567.82056,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,3,16.513530731201172,0.0022037029266357,102.0,10.891480445861816,5,0.0,545.61743,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,4,16.513530731201172,0.0030498504638671,128.0,10.891480445861816,5,0.0,1974.5796,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,5,16.513530731201172,0.0028083324432373,154.0,10.891480445861816,5,0.0,84581.016,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,6,16.513530731201172,0.0025351047515869,148.0,10.891480445861816,5,0.0,693.413,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,7,16.513530731201172,0.0024397373199462,164.0,10.891480445861816,5,0.0,443976.9,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,8,16.513530731201172,0.0021483898162841,144.0,10.891480445861816,5,0.0,720.2303,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,9,16.513530731201172,0.0026783943176269,166.0,10.891480445861816,5,0.0,714.10803,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,10,12.334393501281738,0.0029342174530029,162.0,10.80060863494873,7,0.0,462.41016,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,11,12.334393501281738,0.002821922302246,144.0,10.80060863494873,7,0.0,1057.0266,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,12,12.334393501281738,0.0028321743011474,156.0,10.80060863494873,7,0.0,8240.382,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,13,12.334393501281738,0.0029528141021728,160.0,10.80060863494873,7,0.0,965.81384,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,14,12.334393501281738,0.0032074451446533,168.0,10.80060863494873,7,0.0,1124.9316,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,15,12.334393501281738,0.0027530193328857,156.0,10.80060863494873,7,0.0,615.23486,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,16,12.334393501281738,0.0031478404998779,190.0,10.80060863494873,7,0.0,2854.7183,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,17,12.334393501281738,0.002969741821289,188.0,10.80060863494873,7,0.0,523.5755,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,18,10.074976921081545,0.003239631652832,180.0,10.658345222473145,5,0.0,1636.5607,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,19,10.074976921081545,0.0030362606048583,184.0,10.658345222473145,5,0.0,606906.75,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,20,10.074976921081545,0.0037717819213867,206.0,10.658345222473145,5,0.0,955332.4,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,21,10.074976921081545,0.0033900737762451,202.0,10.658345222473145,5,0.0,987.6189,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,22,10.074976921081545,0.0034806728363037,198.0,10.658345222473145,5,0.0,121.012596,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,23,10.074976921081545,0.0041060447692871,262.0,10.658345222473145,5,0.0,132392.39,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,24,10.074976921081545,0.0042774677276611,274.0,10.658345222473145,5,0.0,5330.4756,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,25,10.074976921081545,0.0035769939422607,222.0,10.658345222473145,5,0.0,1203.9625,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,26,10.074976921081545,0.0037484169006347,206.0,10.658345222473145,5,0.0,512.89777,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,27,10.074976921081545,0.0041050910949707,262.0,10.658345222473145,5,0.0,26987.97,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,28,10.074976921081545,0.0031332969665527,168.0,10.658345222473145,5,0.0,20534.906,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,29,10.074976921081545,0.002988576889038,160.0,10.658345222473145,5,0.0,4544.2617,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,30,10.074976921081545,0.0033485889434814,172.0,10.658345222473145,5,0.0,1056.3746,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,31,10.074976921081545,0.0037744045257568,200.0,10.658345222473145,5,0.0,48479.855,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
StandardGP,82b61edf-33e9-11f0-828c-88a4c2b6c82f,GP_sustavianfeed,52,32,10.074976921081545,0.003082275390625,146.0,10.658345222473145,5,0.0,476.42773,2,"{'p_xo': 0.5, 'tournament_size': 2, 'prob_const': 0.1}"
